Symbol,Signal,Score,Price,RSI,MACD_Hist,SMA20,SMA50,Entry,Target,StopLoss,RiskReward,Sector,MarketCap,PE_TTM,EPS_TTM,ROE,DebtEquity,Backtest_Return,Backtest_WinRate,MC_Bear,MC_Base,MC_Bull,HoldingDuration
RAJESHEXPO,SELL,-4,88.46,33.87,0.2476,91.09,96.89,88.46,75.17,95.1,2.0,Consumer Cyclical,25643327488,22.795275,3.81,0.00677,5.833,-34.03 %,0.0 %,63.68,81.36,103.89,Exit / Avoid new positions
SCILAL,SELL,-3,42.15,44.36,0.008,42.61,44.24,42.15,39.24,43.6,2.01,Real Estate,19316684800,66.8871,0.62,0.0095999995,0.003,-7.49 %,50.0 %,32.79,39.75,48.17,Exit / Avoid new positions
AYMSYNTEX,HOLD,1,235.27,46.41,-1.0893,240.27,227.16,235.27,192.37,256.72,2.0,Consumer Cyclical,14133772288,212.95575,1.13,0.01123,31.914,-16.15 %,20.0 %,188.33,242.8,312.84,Monitor weekly; re-evaluate on next earnings or macro event
ROXHITECH,BUY,3,45.55,59.46,0.4283,39.01,36.05,45.55,52.21,42.22,2.0,Unknown,2941321984,N/A,N/A,N/A,N/A,-23.22 %,0.0 %,32.21,42.39,55.75,Medium-to-Long Term (1–6 months)
MMP,BUY,3,285.05,70.62,0.0211,280.48,276.02,285.05,321.23,266.96,2.0,Basic Materials,7126702592,22.995901,12.2,0.09257,53.253,-15.25 %,16.7 %,224.19,280.35,350.4,Medium-to-Long Term (1–6 months)
INFRABEES,STRONG SELL,-7,963.34,40.76,-1.3238,968.66,965.96,963.34,925.48,982.27,2.0,Unknown,N/A,21.934793,N/A,N/A,N/A,0.25 %,66.7 %,884.22,960.56,1043.3,Short-to-Medium Term (2–8 weeks)
PROSTARM,STRONG SELL,-6,123.41,17.46,-0.4943,130.22,137.38,123.41,113.0,128.62,2.0,Industrials,7167392768,20.917524,5.82,0.16903,32.43,-27.79 %,0.0 %,91.35,122.13,163.17,Short-to-Medium Term (2–8 weeks)
LIBERTSHOE,SELL,-2,269.0,48.92,-1.265,266.24,254.68,269.0,231.59,287.7,2.0,Consumer Cyclical,4478964224,40.81522,6.44,0.049039997,71.141,-36.92 %,0.0 %,202.15,256.91,326.33,Exit / Avoid new positions
PRIZOR,STRONG BUY,5,860.0,63.17,0.5827,828.81,797.77,860.0,902.9,838.55,2.0,Unknown,1947937152,N/A,N/A,N/A,N/A,105.66 %,66.7 %,668.13,925.82,1281.97,Short-to-Medium Term (2–8 weeks)
RAMKY,STRONG SELL,-7,375.2,33.58,-0.6213,391.46,417.39,375.2,340.82,392.39,2.0,Industrials,25703520256,9.483024,39.17,0.13379,27.392,6.74 %,40.0 %,288.22,358.12,444.76,Short-to-Medium Term (2–8 weeks)
MAHKTECH,HOLD,-1,23.31,65.32,0.1105,22.65,23.1,23.31,21.93,24.0,2.0,Unknown,N/A,18.349375,N/A,N/A,N/A,-5.6 %,16.7 %,19.59,23.94,29.24,Monitor weekly; re-evaluate on next earnings or macro event
SHREEPUSHK,HOLD,0,388.15,32.87,-4.4398,406.71,385.24,388.15,332.98,415.73,2.0,Basic Materials,12737816576,18.019213,21.86,0.12202,21.571,-2.42 %,33.3 %,297.99,395.75,525.24,Monitor weekly; re-evaluate on next earnings or macro event
NAHARPOLY,BUY,2,279.55,73.29,2.8132,257.55,254.03,279.55,311.2,263.73,2.0,Consumer Cyclical,6542864896,8.300062,32.06,N/A,9.109,-10.52 %,20.0 %,213.91,276.04,356.0,Medium-to-Long Term (1–6 months)
JUBLCPL,STRONG SELL,-6,1876.7,13.22,-29.7176,2010.29,1916.19,1876.7,1665.89,1982.11,2.0,Basic Materials,27448741888,21.738869,83.33,0.32558998,11.133,46.19 %,50.0 %,1445.88,1896.66,2486.48,Short-to-Medium Term (2–8 weeks)
KUANTUM,SELL,-2,80.17,61.64,0.3948,76.62,76.41,80.17,70.93,84.79,2.0,Basic Materials,6770784768,16.130976,4.81,0.03437,70.808,-4.05 %,33.3 %,63.34,76.49,92.33,Exit / Avoid new positions
SICALLOG,BUY,2,101.92,62.03,0.3808,93.27,84.51,101.92,118.09,93.84,2.0,Industrials,8537779200,16.362385,6.54,0.24689,179.935,-60.68 %,0.0 %,77.94,99.35,126.56,Medium-to-Long Term (1–6 months)
MWL,SELL,-2,35.9,30.01,-0.1647,36.92,37.27,35.9,30.68,38.51,2.0,Basic Materials,10677393408,20.542858,1.75,N/A,160.456,67.18 %,57.1 %,31.29,37.87,45.83,Exit / Avoid new positions
ALICON,SELL,-2,678.45,60.18,3.4876,642.91,649.85,678.45,609.39,712.98,2.0,Industrials,11015930880,32.063717,21.03,0.05638,56.406,-18.82 %,40.0 %,524.84,649.68,803.84,Exit / Avoid new positions
PRSMJOHNSN,STRONG SELL,-7,108.55,31.34,-0.1689,112.3,116.93,108.55,100.12,112.77,2.0,Basic Materials,53849088000,48.40724,2.21,N/A,93.47,-17.4 %,20.0 %,85.15,105.37,130.32,Short-to-Medium Term (2–8 weeks)
GUJTHEM,STRONG SELL,-6,360.75,37.8,-1.7477,374.04,383.94,360.75,317.49,382.38,2.0,Healthcare,38850981888,82.96037,4.29,0.17413999,56.23,28.72 %,100.0 %,280.61,370.19,488.06,Short-to-Medium Term (2–8 weeks)
ALLTIME,STRONG SELL,-7,226.87,32.86,-2.2518,239.08,235.93,226.87,199.06,240.78,2.0,Consumer Defensive,14685533184,38.71848,5.79,0.08208,14.078,-15.75 %,0.0 %,170.52,218.96,281.02,Short-to-Medium Term (2–8 weeks)
STUDDS,STRONG SELL,-6,444.2,35.08,-0.7938,455.61,465.73,444.2,410.69,460.95,2.0,Consumer Cyclical,17352882176,20.987625,21.01,0.16999,1.559,-14.74 %,0.0 %,357.26,425.14,505.72,Short-to-Medium Term (2–8 weeks)
BAJAJST,STRONG SELL,-8,395.25,45.84,-0.7787,400.29,395.56,395.25,344.85,420.45,2.0,,N/A,N/A,N/A,0.09097,14.745,N/A,N/A,288.22,361.43,453.0,Short-to-Medium Term (2–8 weeks)
MAANALU,STRONG SELL,-6,114.21,28.49,-0.1624,119.27,126.31,114.21,100.17,121.23,2.0,Basic Materials,6653520896,47.2,2.35,0.0575,19.942,-3.32 %,50.0 %,85.19,111.92,146.96,Short-to-Medium Term (2–8 weeks)
CELLECOR,HOLD,-1,33.65,13.04,-0.416,36.52,37.27,33.65,30.17,35.39,2.0,Unknown,62865342464,N/A,N/A,N/A,N/A,21.89 %,75.0 %,11.76,28.75,70.13,Monitor weekly; re-evaluate on next earnings or macro event
LIKHITHA,SELL,-4,230.3,35.24,-2.9429,244.16,231.84,230.3,192.5,249.2,2.0,Energy,8668208128,22.070353,9.95,0.098120004,0.088,-31.76 %,0.0 %,173.98,220.24,278.65,Exit / Avoid new positions
JUNIPER,HOLD,0,198.01,49.34,0.0344,196.22,197.32,198.01,181.9,206.06,2.0,Consumer Cyclical,43376840704,30.652515,6.36,0.050619997,41.613,-39.18 %,16.7 %,154.28,187.8,228.51,Monitor weekly; re-evaluate on next earnings or macro event
VAKRANGEE,SELL,-2,6.09,51.11,0.0029,6.02,6.21,6.09,5.64,6.31,2.05,Technology,6553310720,60.5,0.1,0.051119998,1.705,-56.06 %,0.0 %,4.26,5.6,7.35,Exit / Avoid new positions
AFIL,SELL,-3,9.26,37.56,-0.0499,9.7,9.89,9.26,7.61,10.08,2.01,Financial Services,4080879360,9.373737,0.99,0.10501,118.754,-35.26 %,20.0 %,6.9,9.05,11.86,Exit / Avoid new positions
ALPHAETF,STRONG SELL,-6,25.89,49.81,-0.0651,26.05,25.94,25.89,24.24,26.71,2.01,Unknown,N/A,22.06289,N/A,N/A,N/A,-6.94 %,50.0 %,23.77,26.31,29.12,Short-to-Medium Term (2–8 weeks)
SHREDIGCEM,STRONG SELL,-7,73.18,40.11,-0.0482,74.6,73.45,73.18,66.43,76.56,2.0,Basic Materials,10846554112,60.106556,1.22,N/A,140.51,-15.51 %,50.0 %,59.77,71.3,85.02,Short-to-Medium Term (2–8 weeks)
FINIETF,SELL,-3,32.58,46.35,-0.0861,32.6,32.07,32.58,30.72,33.51,2.0,Unknown,N/A,23.633482,N/A,N/A,N/A,-1.22 %,50.0 %,29.66,33.14,37.01,Exit / Avoid new positions
AARVI,STRONG BUY,6,157.32,64.77,0.3532,150.16,141.79,157.32,188.46,141.75,2.0,Industrials,2231528192,12.790322,11.78,0.1318,18.792,-21.58 %,40.0 %,125.92,157.33,196.49,Short-to-Medium Term (2–8 weeks)
STANLEY,SELL,-4,156.07,52.51,-0.3487,155.68,151.88,156.07,140.65,163.78,2.0,Consumer Cyclical,8849907712,73.07548,2.12,0.02744,65.389,-12.65 %,50.0 %,115.88,143.25,176.99,Exit / Avoid new positions
GANESHCP,STRONG SELL,-6,169.9,17.4,-1.4457,185.09,194.69,169.9,150.46,179.62,2.0,Consumer Defensive,6828171264,15.304349,11.04,0.14192,7.166,3.54 %,100.0 %,123.36,155.62,196.22,Short-to-Medium Term (2–8 weeks)
AUTOAXLES,STRONG SELL,-5,1792.5,48.07,-2.1029,1800.07,1768.52,1792.5,1664.28,1856.61,2.0,Consumer Cyclical,27187953664,16.535845,108.8,0.158,1.28,-11.36 %,0.0 %,1528.31,1768.69,2046.22,Short-to-Medium Term (2–8 weeks)
LINCOLN,SELL,-3,582.1,30.16,-1.7393,604.73,632.96,582.1,533.29,606.5,2.0,Healthcare,11606225920,13.202325,43.89,0.12299,0.584,-39.87 %,16.7 %,454.23,574.27,725.66,Exit / Avoid new positions
GRINFRA,STRONG SELL,-7,877.45,44.07,-3.5529,898.55,903.75,877.45,809.65,911.35,2.0,Industrials,84007493632,9.30846,93.27,0.100880004,51.877,-24.32 %,14.3 %,714.04,839.02,985.53,Short-to-Medium Term (2–8 weeks)
TNPETRO,STRONG SELL,-5,94.14,38.06,-0.4433,95.87,92.52,94.14,85.14,98.64,2.0,Basic Materials,8446521344,8.668513,10.83,0.101009995,45.668,39.64 %,75.0 %,77.63,93.16,111.75,Short-to-Medium Term (2–8 weeks)
SHOPERSTOP,BUY,2,385.85,61.73,0.2431,371.02,361.13,385.85,447.98,354.79,2.0,Consumer Cyclical,42335506432,N/A,-3.36,N/A,1139.713,-21.87 %,25.0 %,302.65,368.04,447.36,Medium-to-Long Term (1–6 months)
BIRLACABLE,STRONG BUY,5,200.98,65.69,1.2985,190.66,195.4,200.98,232.63,185.16,2.0,Technology,5849399808,34.632324,5.63,0.06329,47.195,7.23 %,40.0 %,151.27,195.24,251.85,Short-to-Medium Term (2–8 weeks)
PRECAM,STRONG SELL,-7,139.85,30.17,-0.6038,145.14,148.39,139.85,127.16,146.19,2.0,Consumer Cyclical,13140339712,25.618517,5.4,0.06295,13.008,-11.64 %,25.0 %,100.92,135.82,182.66,Short-to-Medium Term (2–8 weeks)
VAISHALI,SELL,-3,7.72,58.05,-0.0048,7.62,7.37,7.72,6.37,8.39,2.01,Healthcare,964115136,123.166664,0.06,0.06215,27.331,-30.85 %,0.0 %,5.56,7.34,9.68,Exit / Avoid new positions
ARVSMART,SELL,-3,599.7,46.29,-0.8197,603.02,599.54,599.7,549.66,624.72,2.0,Real Estate,27199119360,28.332537,20.93,0.121350005,65.077,0.81 %,25.0 %,480.08,587.13,717.72,Exit / Avoid new positions
GPECO,SELL,-4,430.5,52.16,-0.1139,426.31,434.24,430.5,384.9,453.3,2.0,Unknown,4225256448,N/A,N/A,N/A,N/A,74.45 %,60.0 %,319.52,433.21,586.96,Exit / Avoid new positions
SRGHFL,HOLD,0,309.1,49.11,-0.549,305.82,293.51,309.1,267.79,329.75,2.0,Financial Services,4894484480,15.0676985,20.68,0.11586001,292.408,-29.57 %,0.0 %,246.44,302.59,371.37,Monitor weekly; re-evaluate on next earnings or macro event
BOROLTD,STRONG SELL,-6,233.73,47.4,-1.2913,238.63,230.98,233.73,202.14,249.52,2.0,Consumer Cyclical,27373608960,37.463173,6.11,0.088120006,16.696,-19.75 %,0.0 %,184.03,226.39,278.37,Short-to-Medium Term (2–8 weeks)
HDFCMID150,HOLD,-1,23.24,51.45,-0.0406,23.21,22.96,23.24,21.74,23.99,2.0,Unknown,N/A,27.557985,N/A,N/A,N/A,-5.61 %,20.0 %,21.66,23.64,25.79,Monitor weekly; re-evaluate on next earnings or macro event
HDFCSENSEX,SELL,-4,86.95,38.71,-0.197,87.48,86.2,86.95,82.57,89.14,2.0,,N/A,N/A,N/A,N/A,N/A,2.05 %,40.0 %,80.88,86.57,92.65,Exit / Avoid new positions
SARTELE,STRONG SELL,-7,117.8,19.64,-0.9357,128.1,132.98,117.8,100.67,126.36,2.0,Unknown,11275180032,N/A,N/A,N/A,N/A,-36.74 %,0.0 %,81.74,112.05,153.5,Short-to-Medium Term (2–8 weeks)
BALMLAWRIE,STRONG SELL,-8,176.65,43.38,-0.2926,178.69,179.69,176.65,166.78,181.59,2.0,Industrials,30093254656,10.87639,16.18,0.13276,10.544,-13.39 %,40.0 %,144.63,170.68,201.35,Short-to-Medium Term (2–8 weeks)
BODALCHEM,STRONG BUY,5,67.6,72.9,1.0052,62.91,67.07,67.6,76.36,63.22,2.0,Basic Materials,8580568576,17.928947,3.8,0.042280003,70.251,19.73 %,66.7 %,53.4,66.44,82.61,Short-to-Medium Term (2–8 weeks)
PAKKA,SELL,-4,71.1,31.45,0.1291,74.36,80.48,71.1,62.67,75.31,2.0,Basic Materials,3335336960,52.21642,1.34,N/A,66.419,-16.77 %,25.0 %,50.98,65.07,83.0,Exit / Avoid new positions
GKSL,STRONG SELL,-8,127.39,46.07,-0.3085,129.65,131.45,127.39,112.36,134.91,2.0,Healthcare,10013092864,51.20968,2.48,0.11929,11.427,7.78 %,50.0 %,113.03,132.19,154.56,Short-to-Medium Term (2–8 weeks)
HALDER,HOLD,1,233.71,52.84,0.5456,231.76,233.11,233.71,204.55,248.29,2.0,Consumer Defensive,2858780928,8.957131,25.66,N/A,197.405,-0.83 %,0.0 %,180.48,224.09,278.11,Monitor weekly; re-evaluate on next earnings or macro event
BORANA,BUY,4,328.05,57.83,2.6193,314.71,318.08,328.05,370.38,306.88,2.0,Consumer Cyclical,8586446848,13.239523,24.34,0.35007998,25.149,30.77 %,50.0 %,271.7,334.7,412.11,Medium-to-Long Term (1–6 months)
ELIN,STRONG SELL,-5,101.41,51.32,0.0766,102.47,106.82,101.41,86.2,109.02,2.0,Industrials,5020133888,21.765087,4.64,0.04143,2.969,-3.99 %,40.0 %,74.66,96.68,125.12,Short-to-Medium Term (2–8 weeks)
EFACTOR,SELL,-3,175.0,54.25,2.1746,166.45,177.95,175.0,154.48,185.26,2.0,Unknown,2774676736,N/A,N/A,N/A,N/A,10.3 %,75.0 %,122.85,170.6,236.73,Exit / Avoid new positions
TAALTECH,SELL,-3,3975.8,51.66,-22.2416,3844.22,3486.21,3975.8,3393.26,4267.07,2.0,,N/A,N/A,N/A,0.25253,0.372,N/A,N/A,3352.87,4482.39,5988.6,Exit / Avoid new positions
CLSEL,SELL,-3,279.3,37.08,-0.5413,283.24,283.02,279.3,252.18,292.86,2.0,Consumer Defensive,13778969600,11.995671,23.1,0.14608,9.87,-10.93 %,25.0 %,220.41,281.47,359.24,Exit / Avoid new positions
TVSSRICHAK,STRONG SELL,-5,3972.5,30.1,-34.1839,4122.13,4018.32,3972.5,3629.87,4143.81,2.0,Consumer Cyclical,30549331968,42.91846,92.96,0.05988,64.482,4.16 %,33.3 %,3247.46,3929.15,4751.93,Short-to-Medium Term (2–8 weeks)
KSHITIJPOL,SELL,-3,3.0,31.98,0.0409,3.16,4.37,3.0,2.49,3.25,2.04,Industrials,275901472,11.923077,0.26,0.07117,29.786,-19.91 %,60.0 %,2.13,2.82,3.72,Exit / Avoid new positions
SHALBY,STRONG SELL,-8,163.48,32.09,-0.7017,168.31,169.97,163.48,148.33,171.05,2.0,Healthcare,17290121216,49.734566,3.24,0.03467,59.122,5.69 %,60.0 %,129.84,157.25,190.36,Short-to-Medium Term (2–8 weeks)
ESSARSHPNG,STRONG SELL,-7,20.43,28.52,-0.0793,21.64,22.8,20.43,17.34,21.98,1.99,Industrials,4157690624,N/A,-5.41,N/A,N/A,-42.76 %,0.0 %,14.42,19.05,25.16,Short-to-Medium Term (2–8 weeks)
EQUAL50ADD,HOLD,-1,342.93,46.86,-0.1542,341.34,338.55,342.93,332.04,348.38,2.0,Unknown,N/A,23.768518,N/A,N/A,N/A,-4.37 %,40.0 %,321.59,347.7,375.87,Monitor weekly; re-evaluate on next earnings or macro event
MASPTOP50,HOLD,0,78.09,50.71,0.0248,78.6,79.56,78.09,76.08,79.09,2.01,Unknown,N/A,30.18441,N/A,N/A,N/A,47.63 %,100.0 %,69.98,80.49,92.55,Monitor weekly; re-evaluate on next earnings or macro event
VINYLINDIA,SELL,-4,251.2,39.87,-0.6973,251.99,255.24,251.2,230.83,261.38,2.0,Basic Materials,4436664320,26.913237,8.99,0.1284,0.38,1.0 %,60.0 %,195.87,242.44,299.94,Exit / Avoid new positions
RSWM,STRONG BUY,6,213.67,71.48,0.3512,203.73,194.3,213.67,242.35,199.33,2.0,Consumer Cyclical,10147115008,19.495926,11.05,0.039130002,123.995,-35.21 %,20.0 %,169.0,210.23,261.4,Short-to-Medium Term (2–8 weeks)
MOMOMENTUM,STRONG SELL,-8,61.48,52.83,-0.0695,61.73,61.79,61.48,57.97,63.23,2.01,Unknown,N/A,25.960728,N/A,N/A,N/A,-11.6 %,16.7 %,56.16,61.95,68.32,Short-to-Medium Term (2–8 weeks)
OMPOWER,STRONG SELL,-7,169.87,44.14,-0.3283,173.41,177.52,169.87,155.11,177.25,2.0,Industrials,N/A,25.965944,6.46,0.38189,34.809,N/A,N/A,134.96,160.04,189.71,Short-to-Medium Term (2–8 weeks)
DISAQ,SELL,-3,12191.0,52.85,-2.3022,12075.35,11864.84,12191.0,10975.58,12798.71,2.0,,N/A,N/A,N/A,0.18755,N/A,N/A,N/A,10587.97,12092.77,13807.38,Exit / Avoid new positions
GOODYEAR,HOLD,0,818.3,65.58,2.3633,798.8,764.98,818.3,752.81,851.04,2.0,Consumer Cyclical,18832650240,30.601574,26.68,0.101730004,4.446,N/A,N/A,421.28,673.21,1074.69,Monitor weekly; re-evaluate on next earnings or macro event
PPAP,HOLD,0,287.43,58.11,-3.906,287.36,249.27,287.43,209.16,326.56,2.0,Consumer Cyclical,3989904384,9.22623,30.5,0.13734001,60.801,6.61 %,25.0 %,222.38,290.66,379.68,Monitor weekly; re-evaluate on next earnings or macro event
GOKUL,STRONG SELL,-7,39.61,38.59,-0.1605,40.6,41.09,39.61,35.41,41.71,2.0,Consumer Defensive,3847935488,20.786097,1.87,0.052199997,106.352,-18.23 %,0.0 %,31.36,39.26,49.12,Short-to-Medium Term (2–8 weeks)
ARROWGREEN,HOLD,-1,705.8,63.68,-0.5038,673.23,598.42,705.8,609.98,753.71,2.0,Consumer Cyclical,10653592576,22.4801,31.41,0.22236,0.957,-34.63 %,25.0 %,525.18,702.44,938.93,Monitor weekly; re-evaluate on next earnings or macro event
BHARATGEAR,BUY,3,127.48,52.87,-0.252,124.71,121.53,127.48,140.23,121.11,2.0,Consumer Cyclical,1903412992,11.531162,10.75,0.13524,55.563,21.48 %,50.0 %,99.92,127.78,163.3,Medium-to-Long Term (1–6 months)
HDFCPVTBAN,SELL,-3,27.92,37.6,-0.1372,28.46,27.87,27.92,25.64,29.06,2.0,Unknown,N/A,18.765736,N/A,N/A,N/A,-6.41 %,37.5 %,25.69,27.98,30.47,Exit / Avoid new positions
HDFCMOMENT,STRONG SELL,-8,30.69,52.71,-0.0318,30.78,30.81,30.69,29.13,31.47,2.0,Unknown,N/A,25.898293,N/A,N/A,N/A,-9.52 %,57.1 %,27.45,30.27,33.38,Short-to-Medium Term (2–8 weeks)
JAYAGROGN,HOLD,1,232.68,78.82,1.4339,216.55,218.35,232.68,202.83,247.61,2.0,Basic Materials,6903000064,13.696429,16.8,0.08019,20.447,-7.54 %,40.0 %,185.35,227.62,279.41,Monitor weekly; re-evaluate on next earnings or macro event
LIQUIDSBI,STRONG SELL,-8,999.99,50.0,-0.0001,1000.0,1000.0,999.99,999.93,1000.02,2.0,Unknown,N/A,N/A,N/A,N/A,N/A,-0.01 %,0.0 %,999.91,999.99,1000.06,Short-to-Medium Term (2–8 weeks)
EIFFL,HOLD,1,316.25,48.66,-3.9651,323.88,287.94,316.25,269.27,339.74,2.0,Consumer Defensive,7810760192,158.26634,1.99,0.0665,76.862,-8.31 %,60.0 %,258.87,329.07,418.09,Monitor weekly; re-evaluate on next earnings or macro event
NURECA,HOLD,1,315.7,84.77,6.6629,261.27,252.89,315.7,260.02,343.54,2.0,Healthcare,3117128704,69.12638,4.51,N/A,1.25,-47.08 %,0.0 %,239.81,316.43,417.28,Monitor weekly; re-evaluate on next earnings or macro event
VPRPL,SELL,-4,28.29,52.56,0.4742,27.1,30.77,28.29,26.58,29.14,2.01,Industrials,3381314048,N/A,-12.04,-0.21304001,103.111,-43.59 %,0.0 %,18.45,24.52,32.55,Exit / Avoid new positions
BIRLAMONEY,STRONG SELL,-6,131.22,39.64,-1.7359,141.11,139.22,131.22,109.05,142.31,2.0,Financial Services,7372755456,13.576484,9.61,N/A,734.586,-24.41 %,16.7 %,100.38,128.49,164.37,Short-to-Medium Term (2–8 weeks)
INFRAIETF,STRONG SELL,-7,95.63,41.11,-0.1852,96.49,96.16,95.63,91.34,97.77,2.0,,N/A,N/A,N/A,N/A,N/A,0.27 %,60.0 %,87.79,95.37,103.59,Short-to-Medium Term (2–8 weeks)
ITBETA,HOLD,-1,309.43,65.2,1.3549,295.67,298.07,309.43,289.99,319.15,2.0,Unknown,N/A,19.692177,N/A,N/A,N/A,-7.65 %,42.9 %,267.2,303.03,343.56,Monitor weekly; re-evaluate on next earnings or macro event
GROWWEV,BUY,2,31.94,57.99,0.0298,31.39,31.0,31.94,33.65,31.09,2.01,Unknown,N/A,35.630173,N/A,N/A,N/A,-8.58 %,33.3 %,28.85,31.82,35.08,Medium-to-Long Term (1–6 months)
MERCURYEV,STRONG SELL,-6,35.92,53.95,-0.0602,35.49,,35.92,29.41,39.18,2.0,Consumer Cyclical,6812433920,163.0,0.22,N/A,2.555,N/A,N/A,29.96,35.58,42.25,Short-to-Medium Term (2–8 weeks)
KKCL,HOLD,-1,501.95,53.7,-1.5356,500.98,474.88,501.95,457.49,524.18,2.0,Consumer Cyclical,30640041984,21.57986,23.04,0.14431,N/A,-33.71 %,20.0 %,414.47,490.52,580.32,Monitor weekly; re-evaluate on next earnings or macro event
EBBETF0430,BUY,3,1609.85,47.74,-0.9906,1607.04,1591.88,1609.85,1658.36,1585.59,2.0,Unknown,N/A,N/A,N/A,N/A,N/A,7.5 %,50.0 %,1597.58,1623.6,1649.99,Medium-to-Long Term (1–6 months)
VIPULLTD,SELL,-2,11.52,27.53,-0.7503,15.12,12.01,11.52,8.58,12.99,2.0,Real Estate,1704200192,N/A,-2.07,N/A,19.491,-47.9 %,16.7 %,7.89,10.53,14.04,Exit / Avoid new positions
EVINDIA,BUY,2,32.02,59.52,0.0327,31.51,31.11,32.02,34.96,30.55,2.0,Unknown,N/A,35.740376,N/A,N/A,N/A,-12.95 %,33.3 %,28.92,31.84,35.04,Medium-to-Long Term (1–6 months)
HEIDELBERG,SELL,-4,158.06,46.0,-0.248,157.74,155.45,158.06,148.76,162.71,2.0,Basic Materials,35547123712,26.539764,5.91,0.096829996,1.037,-17.84 %,20.0 %,135.07,153.68,174.81,Exit / Avoid new positions
SAHYADRI,STRONG BUY,6,292.25,53.57,0.5993,282.04,282.99,292.25,325.46,275.64,2.0,Industrials,3323843840,11.454168,26.51,0.07394,4.085,1.06 %,50.0 %,232.78,285.11,349.05,Short-to-Medium Term (2–8 weeks)
BFSI,SELL,-3,27.12,36.42,-0.1276,27.61,27.03,27.12,25.89,27.73,2.02,,N/A,N/A,N/A,N/A,N/A,-6.98 %,42.9 %,25.01,27.27,29.72,Exit / Avoid new positions
AMANTA,HOLD,-1,160.0,28.09,-2.5138,169.17,152.25,160.0,146.44,166.78,2.0,Healthcare,6173867008,36.635944,4.34,0.09397,111.004,N/A,N/A,130.82,161.59,199.51,Monitor weekly; re-evaluate on next earnings or macro event
BHARATRAS,STRONG SELL,-7,1273.8,37.63,-5.8982,1325.95,1380.83,1273.8,1165.14,1328.13,2.0,Basic Materials,21203501056,3.6377895,350.68,0.121190004,0.096,-31.75 %,0.0 %,949.78,1206.68,1532.26,Short-to-Medium Term (2–8 weeks)
LAXMIINDIA,HOLD,0,128.52,71.76,2.2769,114.53,110.98,128.52,111.6,136.98,2.0,Financial Services,6572188160,12.298039,10.2,0.13757,287.301,-13.78 %,50.0 %,91.14,126.65,175.86,Monitor weekly; re-evaluate on next earnings or macro event
RAMASTEEL,SELL,-4,4.24,6.52,-0.0,4.46,4.86,4.24,3.85,4.44,1.95,Basic Materials,6887732736,60.142857,0.07,0.02558,26.867,-14.82 %,40.0 %,3.04,3.98,5.22,Exit / Avoid new positions
URJA,STRONG SELL,-7,9.1,30.77,-0.0062,9.45,10.05,9.1,8.41,9.45,1.97,Technology,5020426240,300.33334,0.03,0.00708,24.759,12.59 %,33.3 %,7.01,8.58,10.5,Short-to-Medium Term (2–8 weeks)
BIRLANU,HOLD,0,1368.0,55.25,8.8455,1326.72,1344.78,1368.0,1212.48,1445.76,2.0,Industrials,10193033216,N/A,-158.55,-0.10299,100.118,-14.7 %,20.0 %,1078.44,1296.82,1558.79,Monitor weekly; re-evaluate on next earnings or macro event
BESTAGRO,SELL,-4,15.91,57.09,0.0536,15.5,16.0,15.91,14.32,16.71,1.99,Basic Materials,5412281344,61.04,0.25,0.011619999,57.549,-42.84 %,20.0 %,11.31,14.92,19.66,Exit / Avoid new positions
UGROCAP,STRONG SELL,-9,95.65,49.38,-0.2213,96.3,96.67,95.65,86.86,100.05,2.0,Financial Services,14496078848,7.1972685,13.18,0.0706,373.984,-26.78 %,28.6 %,72.41,89.44,110.44,Short-to-Medium Term (2–8 weeks)
FOODSIN,STRONG SELL,-6,53.63,27.65,-0.7816,58.62,56.84,53.63,45.23,57.83,2.0,Consumer Defensive,4067030784,14.593668,3.79,0.05011,76.257,-11.17 %,50.0 %,38.1,49.99,65.56,Short-to-Medium Term (2–8 weeks)
PSUBNKIETF,STRONG SELL,-5,84.96,51.66,-0.0562,85.22,84.84,84.96,79.5,87.69,2.0,,N/A,N/A,N/A,N/A,N/A,13.94 %,50.0 %,75.37,85.3,96.51,Short-to-Medium Term (2–8 weeks)
ITADD,SELL,-2,31.26,65.23,0.146,29.8,30.04,31.26,28.77,32.51,1.99,,N/A,N/A,N/A,N/A,N/A,-7.79 %,28.6 %,27.1,30.61,34.58,Exit / Avoid new positions
MINDTECK,STRONG SELL,-6,194.68,30.65,-1.2822,203.42,206.6,194.68,171.49,206.28,2.0,Technology,6190171648,19.667004,9.85,0.11188,1.278,-20.85 %,20.0 %,139.9,186.54,248.56,Short-to-Medium Term (2–8 weeks)
EBBETF0433,HOLD,-1,1312.88,43.28,-1.4589,1313.75,1295.21,1312.88,1283.03,1327.81,2.0,Unknown,N/A,N/A,N/A,N/A,N/A,-1.68 %,33.3 %,1297.87,1323.41,1349.39,Monitor weekly; re-evaluate on next earnings or macro event
RUSTOMJEE,STRONG SELL,-5,409.6,42.69,-2.4813,417.47,403.09,409.6,376.9,425.95,2.0,Real Estate,51687788544,65.72231,6.23,0.03344,51.271,-8.27 %,33.3 %,334.9,394.67,464.95,Short-to-Medium Term (2–8 weeks)
KILITCH,SELL,-4,180.85,44.75,-0.8188,184.42,183.31,180.85,155.53,193.51,2.0,Healthcare,6418593280,20.581839,8.92,0.12361,32.04,5.24 %,20.0 %,143.26,179.93,225.88,Exit / Avoid new positions
